"","artists","album_name","popularity","explicit","danceability","energy","loudness","valence","tempo","time_signature","track_genre","duration"
"12544","J Alvarez;Sak Luke;DJ Valdi","Caribe Mix Reggaeton",0,FALSE,0.775,0.794,-4.167,0.84,94.018,4,"reggaeton",3.5
"12545","Tito ""El Bambino"";Randy","Halloween 2022 Perreo Vol. 3",0,FALSE,0.804,0.745,-5.805,0.512,95.024,4,"reggaeton",3.15
"12546","Tito ""El Bambino"";Randy","Reggeaton Imperdible",0,FALSE,0.804,0.745,-5.805,0.512,95.024,4,"reggaeton",3.15
"12547","J Alvarez;Sak Luke;DJ Valdi","Canciones de Regueton",0,FALSE,0.775,0.794,-4.167,0.84,94.018,4,"reggaeton",3.5
"12548","Tito ""El Bambino"";Randy","Halloween con perreito",0,FALSE,0.804,0.745,-5.805,0.512,95.024,4,"reggaeton",3.15
"12549","Tito ""El Bambino"";Beenie Man;Ines","Halloween con perreito",0,FALSE,0.831,0.789,-5.498,0.826,101.037,4,"reggaeton",2.9
"12550","Tito ""El Bambino"";Randy","Última Misión Reggaeton",0,FALSE,0.804,0.745,-5.805,0.512,95.024,4,"reggaeton",3.15
"12551","KAROL G;Nicki Minaj","Tusa",78,FALSE,0.803,0.715,-3.28,0.574,101.085,4,"reggaeton",3.35
"12552","CNCO;Little Mix","CNCO",66,FALSE,0.534,0.911,-3.086,0.624,93.767,4,"reggaeton",3.15
"12553","Ozuna;Doja Cat;Sia","Enoc",75,TRUE,0.759,0.636,-5.585,0.536,109.976,4,"reggaeton",3.58
"12554","J Balvin;Willy William;Beyoncé","Mi Gente (feat. Beyoncé)",63,FALSE,0.759,0.716,-6.36,0.469,105.021,4,"reggaeton",3.5
"12555","Bad Bunny;Jhayco","Un Verano Sin Ti",91,TRUE,0.795,0.684,-3.971,0.419,114.011,4,"reggaeton",3.96
"12556","Daddy Yankee;Katy Perry;Snow","Con Calma (Remix)",63,FALSE,0.736,0.868,-3.01,0.613,94.026,4,"reggaeton",3.02
"12557","Camilo;Shawn Mendes","KESI (Remix)",76,FALSE,0.871,0.815,-4.439,0.823,122.959,4,"reggaeton",2.94
"12558","Farruko","Viaje",71,TRUE,0.705,0.799,-4.776,0.658,122.018,4,"reggaeton",5.06
"12559","Ozuna;Pedro Capó","OzuTochi",62,FALSE,0.713,0.76,-4.628,0.668,98.015,4,"reggaeton",3.41
"12560","Ozuna","OzuTochi",65,FALSE,0.783,0.489,-4.853,0.732,170.003,4,"reggaeton",3.47
"12561","Ozuna","OzuTochi",73,FALSE,0.865,0.522,-4.648,0.692,91.015,4,"reggaeton",3.21
"12562","Luar La L","L3tra",90,TRUE,0.704,0.756,-4.948,0.461,121.737,3,"reggaeton",2.36
"12563","Ozuna;Danny Ocean","OzuTochi",64,FALSE,0.771,0.727,-4.285,0.649,104.035,4,"reggaeton",3.22
"12564","Ozuna;El Cherry Scom","OzuTochi",58,FALSE,0.913,0.722,-2.949,0.545,110.015,4,"reggaeton",2.7
"12565","Ozuna;Nesi","OzuTochi",61,FALSE,0.541,0.544,-7.559,0.456,98.015,4,"reggaeton",2.6
"12566","Ozuna;Chencho Corleone;Arcangel;J Balvin;Randy","OzuTochi",63,FALSE,0.521,0.799,-5.205,0.945,165.908,4,"reggaeton",4.8
"12567","Ozuna","OzuTochi",66,FALSE,0.668,0.533,-7.409,0.676,163.733,4,"reggaeton",2.46
"12568","Ozuna;TINI","OzuTochi",62,FALSE,0.715,0.744,-4.963,0.746,163.005,4,"reggaeton",3.4
"12569","Ozuna","OzuTochi",64,FALSE,0.884,0.694,-3.241,0.597,93.025,4,"reggaeton",3.14
"12570","Ozuna;Feid","OzuTochi",77,FALSE,0.901,0.589,-6.713,0.399,98.002,4,"reggaeton",3.28
"12571","Ozuna","OzuTochi",62,FALSE,0.842,0.579,-5.504,0.7,95.005,4,"reggaeton",3.21
"12572","Ozuna","OzuTochi",60,FALSE,0.918,0.788,-4.581,0.956,126.016,4,"reggaeton",2.58
"12573","Ozuna","OzuTochi",61,FALSE,0.728,0.577,-5.371,0.318,169.988,4,"reggaeton",2.54
"12574","Fuego","Fiesta Reggaeton 2010s",0,FALSE,0.795,0.68,-3.922,0.694,95.009,4,"reggaeton",3.12
"12575","Fuego;Greeicy","Fiesta Reggaeton 2010s",0,FALSE,0.8,0.649,-7.242,0.594,102.965,4,"reggaeton",3.44
"12576","Kenia OS","Canciones Pa Mi Ex Vol.1",54,FALSE,0.741,0.626,-7.962,0.362,92.992,4,"reggaeton",3
"12577","Totoy El Frio;Beéle","Frescura y Perreo",1,TRUE,0.608,0.791,-4.81,0.33,115.635,4,"reggaeton",2.76
"12578","Totoy El Frio;Beéle","Perreo en Halloween",1,TRUE,0.608,0.791,-4.81,0.33,115.635,4,"reggaeton",2.76
"12579","Lalo Ebratt;Trapical","Frescura y Perreo",0,FALSE,0.786,0.696,-5.343,0.591,97.956,4,"reggaeton",3.34
"12580","Juan Magán;Mala Rodríguez","Perreo Tenebroso Vol. 3",0,FALSE,0.666,0.826,-4.093,0.343,104.701,4,"reggaeton",3.9
"12581","Totoy El Frio;Kevin Roldan","Verano en Junio",0,TRUE,0.72,0.666,-6.448,0.944,172.051,4,"reggaeton",3.38
"12582","Juan Magán;Paulina Rubio;DCS","Queda poco para la PAES 2.0",0,FALSE,0.661,0.677,-6.467,0.959,174.068,4,"reggaeton",3.55
"12583","Juan Magán;Mariah Angeliq;Yera","Hora del taco sin auto",0,FALSE,0.74,0.63,-6.634,0.763,89.952,4,"reggaeton",2.96
"12584","Juan Magán;Maffio","Perreo Tenebroso Vol. 2",0,FALSE,0.647,0.816,-4.824,0.725,119.826,4,"reggaeton",2.81
"12585","Kevin Martes 13","Inmortal",54,FALSE,0.666,0.828,-5.896,0.69,97.992,4,"reggaeton",2.38
"12586","Lalo Ebratt;Trapical","Frescura y Perreo",0,FALSE,0.603,0.661,-5.857,0.919,92.135,3,"reggaeton",3.02
"12587","Lalo Ebratt;J Balvin;Trapical","Halloween 2022 Perreo Vol. 1",0,TRUE,0.732,0.758,-1.694,0.78,98.007,4,"reggaeton",3.38
"12588","Lalo Ebratt;Trapical","Fiesta portatil",0,FALSE,0.603,0.661,-5.857,0.919,92.135,3,"reggaeton",3.02
"12589","Totoy El Frio;Beéle","Halloween con perreito",0,TRUE,0.608,0.791,-4.81,0.33,115.635,4,"reggaeton",2.76
"12590","Lalo Ebratt;Juanes;Skinny Happy;Yera;Trapical","Halloween 2022 Perreo Vol. 4",0,FALSE,0.751,0.821,-4.212,0.827,110.078,4,"reggaeton",3.62
"12591","Juan Magán;Maffio","Halloween 2022 Pop Vol. 1",0,FALSE,0.647,0.816,-4.824,0.725,119.826,4,"reggaeton",2.81
"12592","Juan Magán;Luciana;Joey Montana;Jaume Berenguer","Perreo Tenebroso Vol. 2",0,FALSE,0.858,0.806,-5.61,0.814,99.992,4,"reggaeton",3.51
"12593","Lalo Ebratt;Trapical","Hora del taco sin auto",0,FALSE,0.603,0.661,-5.857,0.919,92.135,3,"reggaeton",3.02
"12594","Juan Magán;Belinda;Lapiz Conciente","Halloween 2022 Pop Vol. 4",0,FALSE,0.705,0.874,-2.514,0.788,128.02,4,"reggaeton",3.09
"12595","Juan Magán;Belinda;Lapiz Conciente","Para entrar en calor",0,FALSE,0.705,0.874,-2.514,0.788,128.02,4,"reggaeton",3.09
"12596","Juan Magán;Belinda;Lapiz Conciente","Carrete con besties",0,FALSE,0.705,0.874,-2.514,0.788,128.02,4,"reggaeton",3.09
"12597","Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds","Queda poco para la PAES 2.0",0,FALSE,0.755,0.792,-4.238,0.842,106.015,4,"reggaeton",3.38
"12598","Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds","Perreo Tenebroso Vol. 5",0,FALSE,0.755,0.792,-4.238,0.842,106.015,4,"reggaeton",3.38
"12599","Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds","Halloween 2022 Perreo Vol. 4",0,FALSE,0.755,0.792,-4.238,0.842,106.015,4,"reggaeton",3.38
"12600","Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds","Fiesta Reggaeton 2010s",1,FALSE,0.755,0.792,-4.238,0.842,106.015,4,"reggaeton",3.38
"12601","J Balvin;Bad Bunny","OASIS",88,FALSE,0.754,0.646,-5.795,0.429,176.089,4,"reggaeton",4.04
"12602","J Balvin;Dua Lipa;Bad Bunny;Tainy","UN DIA (ONE DAY) (Feat. Tainy)",75,FALSE,0.571,0.693,-8.234,0.393,168.169,4,"reggaeton",3.87
"12603","Bad Bunny;Jhayco","DÁKITI",83,TRUE,0.731,0.573,-10.059,0.145,109.928,4,"reggaeton",3.42
"12604","Anuel AA;Daddy Yankee;KAROL G;J Balvin;Ozuna","China",76,FALSE,0.786,0.808,-3.702,0.609,105.027,4,"reggaeton",5.03
"12605","Bad Bunny;Rauw Alejandro","Un Verano Sin Ti",90,FALSE,0.829,0.799,-5.389,0.471,97.013,4,"reggaeton",3.79
"12606","Bad Bunny;Jhay Cortez","EL ÚLTIMO TOUR DEL MUNDO",80,TRUE,0.731,0.573,-10.059,0.145,109.928,4,"reggaeton",3.42
"12607","Camilo;Pedro Capó","Tutu",69,FALSE,0.731,0.832,-2.592,0.94,146.013,4,"reggaeton",2.98
"12608","Natti Natasha;Becky G","Ram Pam Pam",68,TRUE,0.908,0.813,-2.749,0.924,97.018,4,"reggaeton",3.35
"12609","KAROL G;Maldy","GATÚBELA",90,FALSE,0.627,0.858,-2.824,0.342,92.523,4,"reggaeton",3.49
"12610","J Balvin;Ed Sheeran","Sigue/Forever My Love",74,TRUE,0.889,0.641,-4.494,0.588,87.99,4,"reggaeton",2.66
"12611","KAROL G;Nicki Minaj","KG0516",72,FALSE,0.799,0.701,-3.272,0.607,100.946,4,"reggaeton",3.37
"12612","Farruko","La 167",74,TRUE,0.762,0.766,-3.955,0.442,130.001,4,"reggaeton",4.79
"12613","Daddy Yankee","Prestige",75,FALSE,0.806,0.875,-3.817,0.917,125.063,4,"reggaeton",3.74
"12614","Ozuna","OzuTochi",59,FALSE,0.86,0.72,-6.191,0.23,120,4,"reggaeton",3.05
"12615","Ozuna","OzuTochi",60,FALSE,0.738,0.67,-4.407,0.475,90.004,4,"reggaeton",4
"12616","Nicky Jam;Enrique Iglesias","Fénix",74,FALSE,0.628,0.69,-5.83,0.66,179.908,4,"reggaeton",3.43
"12617","Ozuna;Tokischa;Louchie Lou;Michie One","OzuTochi",58,FALSE,0.836,0.64,-4.14,0.435,97.013,4,"reggaeton",2.87
"12618","Migue Flow;El Cherry Scom","Pa Miami",51,TRUE,0.609,0.807,-0.792,0.631,159.055,5,"reggaeton",2.23
"12619","KEVVO;J Balvin","Perreo Tenebroso Vol. 4",0,TRUE,0.856,0.721,-4.928,0.642,94.991,4,"reggaeton",3.16
"12620","Angel Y Khriz","Queda poco para la PAES 2.0",0,FALSE,0.732,0.896,-4.517,0.787,99.946,4,"reggaeton",3.93
"12621","R.K.M & Ken-Y","Queda poco para la PAES 2.0",0,FALSE,0.845,0.832,-7.289,0.773,115.029,4,"reggaeton",3.99
"12622","Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric","Halloween 2022 Perreo Vol. 3",0,TRUE,0.878,0.893,-5.834,0.682,119.925,4,"reggaeton",3.38
"12623","Joey Montana","Queda poco para la PAES 2.0",0,FALSE,0.803,0.745,-4.685,0.792,93.249,4,"reggaeton",3.01
"12624","Nacho;Nicky Jam","Perreo Tenebroso Vol. 2",0,FALSE,0.816,0.776,-4.405,0.704,94.996,4,"reggaeton",3.09
"12625","Nacho;Ozuna","Queda poco para la PAES 2.0",0,FALSE,0.835,0.855,-5.041,0.867,101.067,4,"reggaeton",3.08
"12626","Nacho;Manuel Turizo","Perreo Tenebroso Vol. 2",0,FALSE,0.743,0.796,-5.733,0.683,95.003,4,"reggaeton",3.38
"12627","Adassa","Tropical Vibes",0,FALSE,0.706,0.796,-4.597,0.793,149.986,4,"reggaeton",3.72
"12628","Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric","Halloween con perreito",0,TRUE,0.878,0.893,-5.834,0.682,119.925,4,"reggaeton",3.38
"12629","Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian","Perreo Tenebroso Vol. 3",0,FALSE,0.791,0.866,-4.236,0.71,96.013,4,"reggaeton",3.62
"12630","Héctor ""El Father""","Perreo Tenebroso Vol. 1",0,FALSE,0.75,0.916,-4.773,0.505,92.004,4,"reggaeton",4.28
"12631","Nacho;Wisin;Noriel","Perreo Tenebroso Vol. 3",0,FALSE,0.812,0.764,-5.447,0.803,93.995,4,"reggaeton",3.79
"12632","Ñejo & Dalmata","Perreo en Halloween",2,FALSE,0.844,0.841,-6.671,0.831,97.996,4,"reggaeton",3.48
"12633","Nacho;Jeeiph","Fiesta Reggaeton 2010s",0,FALSE,0.544,0.701,-3.726,0.713,100.63,1,"reggaeton",3.19
"12634","Nacho;Yandel;Zion;Justin Quiles;Elkeretumba","pov: it's 2021",0,FALSE,0.756,0.93,-2.815,0.514,98.978,4,"reggaeton",3.67
"12635","Nacho;Yandel;Zion;Justin Quiles;Elkeretumba","Verano en Junio",0,FALSE,0.756,0.93,-2.815,0.514,98.978,4,"reggaeton",3.67
"12636","Nacho;Nicky Jam","Halloween 2022 Perreo Vol. 1",0,FALSE,0.816,0.776,-4.405,0.704,94.996,4,"reggaeton",3.09
"12637","Joey Montana;Danna Paola;NASRI","Halloween 2022 Perreo Vol. 4",0,FALSE,0.752,0.904,-2.846,0.526,98.034,4,"reggaeton",3.06
"12638","Ñejo & Dalmata","Halloween 2022 Perreo Vol. 4",0,FALSE,0.796,0.712,-7.097,0.622,94.013,4,"reggaeton",3.64
"12639","Alexis y Fido;Justin Quiles","Hora del taco sin auto",0,FALSE,0.822,0.633,-3.897,0.689,170.016,4,"reggaeton",4.25
"12640","Nacho;Noriel","Halloween 2022 Perreo Vol. 3",0,FALSE,0.772,0.843,-4.645,0.822,104.992,4,"reggaeton",3.46
"12641","Ñejo & Dalmata","Perreo en Halloween",2,FALSE,0.798,0.821,-6.143,0.526,95.004,4,"reggaeton",3.79
"12642","Nacho;Nicky Jam","Hora del taco sin auto",0,FALSE,0.816,0.776,-4.405,0.704,94.996,4,"reggaeton",3.09
"12643","Nacho;Los Mendoza","Para entrar en calor",0,FALSE,0.797,0.795,-5.208,0.897,96.051,4,"reggaeton",3.09
"12644","Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian","Reggeaton Imperdible",1,FALSE,0.791,0.866,-4.236,0.71,96.013,4,"reggaeton",3.62
"12645","Alexis y Fido;Yandel","Noche de Halloween Latino",1,FALSE,0.824,0.681,-5.473,0.516,170.042,4,"reggaeton",3.87
"12646","Ñejo & Dalmata","Perreo Tenebroso Vol. 2",0,FALSE,0.798,0.821,-6.143,0.526,95.004,4,"reggaeton",3.79
"12647","Ñejo & Dalmata","Reggeaton Imperdible",0,FALSE,0.798,0.821,-6.143,0.526,95.004,4,"reggaeton",3.79
"12648","Joey Montana;Sebastian Yatra","Halloween con perreito",0,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12649","Joey Montana;Sebastian Yatra","Regageton Para Niños",1,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12650","Ñejo & Dalmata","Halloween con perreito",0,FALSE,0.844,0.841,-6.671,0.831,97.996,4,"reggaeton",3.48
"12651","Bad Bunny;ROSALÍA","EL ÚLTIMO TOUR DEL MUNDO",82,FALSE,0.856,0.618,-4.892,0.391,81.993,4,"reggaeton",3.39
"12652","Bad Bunny","Yonaguni",87,TRUE,0.644,0.648,-4.601,0.44,179.951,4,"reggaeton",3.45
"12653","Alvaro Diaz;Rauw Alejandro","Problemón",71,FALSE,0.729,0.737,-3.727,0.369,91.99,4,"reggaeton",3.22
"12654","Becky G;Natti Natasha","Sin Pijama",69,FALSE,0.791,0.745,-3.695,0.82,94.014,4,"reggaeton",3.14
"12655","Becky G;KAROL G","MAMIII",85,FALSE,0.843,0.7,-3.563,0.899,93.991,4,"reggaeton",3.77
"12656","Sebastian Yatra;Daddy Yankee;Natti Natasha;Jonas Brothers","Runaway",62,FALSE,0.756,0.851,-3.33,0.934,75.014,4,"reggaeton",3.34
"12657","CNCO;Meghan Trainor;Sean Paul","Hey DJ (Remix)",60,FALSE,0.564,0.89,-4.286,0.636,180.112,4,"reggaeton",3.16
"12658","Maluma","PAPI JUANCHO",77,FALSE,0.783,0.727,-3.454,0.558,180.067,4,"reggaeton",3.32
"12659","Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow","La Llevo Al Cielo (Ft. Ñengo Flow)",88,TRUE,0.795,0.845,-3.809,0.769,170.023,4,"reggaeton",4.25
"12660","Daddy Yankee;Pitbull","LEGENDADDY",74,TRUE,0.898,0.677,-6.422,0.578,130.027,4,"reggaeton",2.57
"12661","Revol;J Balvin;Bad Bunny;Arcangel;De La Ghetto","Halloween 2022 Perreo Vol. 4",3,FALSE,0.771,0.66,-5.067,0.423,135.965,4,"reggaeton",4.74
"12662","Feid","FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM",84,FALSE,0.865,0.573,-5.501,0.563,94.999,4,"reggaeton",2.6
"12663","Maluma","Junio",81,FALSE,0.85,0.756,-3.439,0.896,120.024,4,"reggaeton",2.81
"12664","Jerry Di","Reggaeton Mix Perreito",0,FALSE,0.863,0.768,-2.227,0.673,107.971,4,"reggaeton",3.08
"12665","Kail BRL;Tobal Mj","Mercedes",50,FALSE,0.847,0.631,-6.4,0.716,93.961,4,"reggaeton",3.67
"12666","Malito Malozo;Divino;Bayriton","Mac",49,FALSE,0.743,0.6,-7.466,0.601,162.077,4,"reggaeton",4.7
"12667","Gotay ""El Autentiko"";Ele A El Dominio","Perreo Tenebroso Vol. 4",0,TRUE,0.822,0.554,-6.528,0.265,99.967,4,"reggaeton",3.69
"12668","Tony Dize;Plan B;Don Omar","Perreo De Halloween Vol. 2",50,FALSE,0.738,0.702,-5.405,0.961,167.978,4,"reggaeton",3.74
"12669","Don Omar","Guayar Pegao",51,FALSE,0.822,0.744,-6.096,0.747,94.04,4,"reggaeton",3.45
"12670","Cauty;Hozwal","Frescura y Perreo",0,TRUE,0.65,0.681,-6.694,0.44,89.886,4,"reggaeton",2.89
"12671","King Savagge","Discotete",51,TRUE,0.873,0.743,-5.099,0.881,96.084,4,"reggaeton",3.15
"12672","Joey Montana;Lalo Ebratt","Perreo Tenebroso Vol. 3",0,FALSE,0.844,0.934,-1.223,0.647,96.983,4,"reggaeton",3.41
"12673","Gotay ""El Autentiko"";Ozuna;Wisin","Perreo Tenebroso Vol. 4",0,FALSE,0.758,0.8,-3.245,0.607,94.043,4,"reggaeton",4.29
"12674","Joey Montana","Queda poco para la PAES 2.0",0,FALSE,0.701,0.835,-5.35,0.76,116.991,4,"reggaeton",3.65
"12675","Kenia OS","Por Siempre",50,FALSE,0.711,0.529,-6.867,0.322,139.834,4,"reggaeton",3.09
"12676","Luny Tunes;Don Omar;Sharlene;Maluma","Queda poco para la PAES 2.0",0,FALSE,0.726,0.931,-1.483,0.574,118.069,4,"reggaeton",3.4
"12677","Hector & Tito","Halloween 2022 Perreo Vol. 4",1,FALSE,0.773,0.93,-6.497,0.732,92.989,4,"reggaeton",3.61
"12678","Joey Montana;Sebastian Yatra","Perreo en Halloween",1,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12679","Adan La Amenaza;Nickoog Clk","Que Nadie Se Entere",50,FALSE,0.848,0.744,-6.567,0.704,98.979,4,"reggaeton",3.28
"12680","Hector & Tito;Víctor Manuelle","Halloween 2022 Perreo Vol. 1",0,FALSE,0.588,0.771,-5.125,0.657,179.968,4,"reggaeton",3.88
"12681","Joey Montana;Mike Bahía","tardes tranqui",0,FALSE,0.589,0.419,-9.2,0.716,94.099,4,"reggaeton",3.96
"12682","Joey Montana;Lalo Ebratt","Hora del taco sin auto",0,FALSE,0.844,0.934,-1.223,0.647,96.983,4,"reggaeton",3.41
"12683","Jerry Di;Zion & Lennox;Lyanno;Noriel;Luis Alberto Ambrosio Cuque;Pablo C Fuentes;Wilmo Belisario","Fiesta Reggaeton 2010s",0,FALSE,0.677,0.752,-3.975,0.455,192.037,4,"reggaeton",4.58
"12684","Franco ""El Gorilla""","Perreo Tenebroso Vol. 5",0,FALSE,0.699,0.94,-4.718,0.921,186.077,4,"reggaeton",2.89
"12685","Luny Tunes;Daddy Yankee;Don Omar;Wisin & Yandel","Halloween 2022 Perreo Vol. 5",1,FALSE,0.715,0.964,-3.176,0.535,91.976,4,"reggaeton",5.08
"12686","Joey Montana;De La Ghetto","Del gusto de hermanos",0,FALSE,0.721,0.824,-3.785,0.604,92.989,4,"reggaeton",4.06
"12687","Jairo Vera","Pa K Te Enamore",51,FALSE,0.717,0.521,-9.686,0.202,99.986,4,"reggaeton",3.52
"12688","Joey Montana;Lalo Ebratt","Fiesta Reggaeton 2010s",0,FALSE,0.844,0.934,-1.223,0.647,96.983,4,"reggaeton",3.41
"12689","Joey Montana;Sebastian Yatra","Perreo Tenebroso Vol. 2",0,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12690","Marcianeke","Ponte Pa Mí",50,TRUE,0.843,0.469,-11.302,0.821,93.996,4,"reggaeton",3.57
"12691","Luny Tunes;Don Omar;Sharlene;Maluma","Carrete con besties",0,FALSE,0.726,0.931,-1.483,0.574,118.069,4,"reggaeton",3.4
"12692","Jairo Vera;Bayriton;Ignacio Green Clown;Paolo Ronaldo","Quieres Volver",50,FALSE,0.825,0.625,-7.235,0.86,105.053,4,"reggaeton",4.05
"12693","Kevin Martes 13;Pablo Chill-E","Perco Con Mari",48,TRUE,0.844,0.612,-7.368,0.341,124.027,4,"reggaeton",3.99
"12694","Hector & Tito","Halloween 2022 Perreo Vol. 3",0,FALSE,0.704,0.727,-5.004,0.301,93.533,4,"reggaeton",2.9
"12695","Flex;Mr. Saik","Perreo de Ayer",49,FALSE,0.786,0.824,-5.405,0.62,95.984,4,"reggaeton",3.93
"12696","Joey Montana;Sebastian Yatra","Halloween 2022 Perreo Vol. 4",0,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12697","Joey Montana;Sebastian Yatra","Frescura y Perreo",0,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12698","Joey Montana;Sebastian Yatra","Reggeaton Imperdible",2,FALSE,0.69,0.858,-4.431,0.755,91.884,4,"reggaeton",3.26
"12699","Jairo Vera","12:30",51,FALSE,0.802,0.771,-3.058,0.794,91.993,4,"reggaeton",2.84
"12700","Simon la Letra","Por Amor Nunca Se Ruega",48,FALSE,0.661,0.795,-5.467,0.938,179.96,4,"reggaeton",2.98
"12701","Tainy;Bad Bunny;Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",87,FALSE,0.639,0.703,-6.33,0.138,169.888,4,"reggaeton",3.46
"12702","Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam","Te Boté (Remix)",78,TRUE,0.903,0.675,-3.445,0.442,96.507,4,"reggaeton",6.97
"12703","J Balvin;Maria Becerra","Qué Más Pues?",76,FALSE,0.891,0.819,-3.964,0.768,101.968,4,"reggaeton",3.63
"12704","Wisin & Yandel;ROSALÍA","La Última Misión",83,FALSE,0.736,0.727,-4.642,0.644,94.048,4,"reggaeton",3.82
"12705","Nicky Jam;J Balvin;Maluma;Ozuna","X (feat. Maluma & Ozuna) [Remix]",68,FALSE,0.663,0.696,-4.957,0.738,180.113,4,"reggaeton",3.93
"12706","Rvssian;Anuel AA;Juice WRLD","No Me Ame",63,FALSE,0.68,0.766,-4.799,0.28,160.095,4,"reggaeton",3
"12707","Wisin & Yandel;Chris Brown;T-Pain","Líderes",76,FALSE,0.627,0.768,-5.296,0.237,127.953,4,"reggaeton",4.58
"12708","Becky G;Bad Bunny","MALA SANTA",72,FALSE,0.745,0.836,-4.336,0.874,96.993,4,"reggaeton",3.39
"12709","Justin Quiles;Robin Schulz","AEIOU",74,FALSE,0.689,0.856,-3.394,0.706,126.108,4,"reggaeton",2.7
"12710","CNCO","Primera Cita",73,FALSE,0.761,0.838,-3.073,0.71,93.974,4,"reggaeton",3.71
"12711","Natti Natasha;Ozuna","Criminal",75,FALSE,0.814,0.813,-3.023,0.839,79.997,4,"reggaeton",3.88
"12712","Daddy Yankee;Natti Natasha;Becky G;Bad Bunny","Dura (Remix)",68,FALSE,0.772,0.803,-3.035,0.853,94.981,4,"reggaeton",4.04
"12713","Becky G;Burna Boy","Rotate",60,FALSE,0.91,0.856,-2.082,0.771,109.029,4,"reggaeton",3.37
"12714","Don Omar;Tego Calderón","The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)",70,FALSE,0.662,0.896,-5.311,0.79,90.622,4,"reggaeton",5.09
"12715","J Balvin;Pitbull;Camila Cabello","Hey Ma (with J Balvin & Pitbull feat. Camila Cabello)",47,FALSE,0.713,0.952,-2.959,0.571,105.981,4,"reggaeton",3.25
"12716","J Balvin","Energía",70,FALSE,0.73,0.809,-6.406,0.825,101.965,4,"reggaeton",2.85
"12717","J Balvin;Dua Lipa;Bad Bunny;Tainy","Future Nostalgia (The Moonlight Edition)",64,FALSE,0.572,0.634,-10.599,0.432,168.136,4,"reggaeton",3.86
"12718","J Balvin;Willy William;HUGEL","Mi Gente (Hugel Remix)",53,FALSE,0.948,0.673,-4.439,0.785,119.974,4,"reggaeton",3.48
"12719","Daddy Yankee","LEGENDADDY",79,FALSE,0.685,0.909,-4.034,0.922,95.004,4,"reggaeton",4.15
"12720","Becky G","Bella Ciao",61,FALSE,0.667,0.754,-2.861,0.693,104.987,4,"reggaeton",2.67
"12721","Daddy Yankee;El Alfa;Lil Jon","LEGENDADDY",78,TRUE,0.843,0.789,-2.801,0.571,125.071,4,"reggaeton",3.04
"12722","Feid","Feliz Cumpleaños Ferxxo",87,FALSE,0.87,0.55,-5.537,0.566,95.019,4,"reggaeton",2.61
"12723","Feid","FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM",86,FALSE,0.647,0.801,-2.946,0.517,180.108,4,"reggaeton",2.77
"12724","Becky G;Natti Natasha","MALA SANTA",67,FALSE,0.788,0.745,-4.417,0.79,94.002,4,"reggaeton",3.17
"12725","Bad Bunny;Tony Dize","Un Verano Sin Ti",90,TRUE,0.663,0.786,-3.51,0.579,196.12,4,"reggaeton",3.31
"12726","Becky G;KAROL G","ESQUEMAS",81,FALSE,0.836,0.703,-3.554,0.902,94.048,4,"reggaeton",3.77
"12727","Myke Towers","Luces De Neón",80,TRUE,0.747,0.619,-6.009,0.567,94.98,4,"reggaeton",3.66
"12728","Dvice;La Fortaleza Real;Lyan;Jehza","Gelato",46,TRUE,0.812,0.573,-10.034,0.591,93.015,4,"reggaeton",3.55
"12729","DJ Nelson;Jose De Las Heras;Alejandro Armes;Babywine;Alberto Stylee","PAPI (feat. Babywine & Alberto Stylee)",54,FALSE,0.909,0.716,-6.628,0.417,105.078,4,"reggaeton",3.12
"12730","Jerry Di","Noche de Halloween Latino",1,FALSE,0.863,0.768,-2.227,0.673,107.971,4,"reggaeton",3.08
"12731","Malito Malozo;Marcianeke;Tommy Boysen","No Pare",48,FALSE,0.823,0.608,-6.447,0.433,98.006,4,"reggaeton",4.62
"12732","Ñejo","Yo Soy la Fama",46,TRUE,0.838,0.83,-6.123,0.846,93.019,4,"reggaeton",3.04
"12733","Jehza;Galindo Again;Dvice;Joniel","Romperte",46,TRUE,0.715,0.584,-7.065,0.912,170.06,4,"reggaeton",3.9
